bandwidth,latency,packet_loss,devices,load,congestion
1112,473.355,2,18,514.4720722432814,0
1026,292.967,4,16,586.2485276113002,0
104658,3288.064,60,124,348.8753899195534,1
83832,2988.082,48,100,341.01605734285306,1
2884,2244.097,2,46,385.9317400188712,1
7310,3234.169,2,46,246.5655008101944,1
168,0.01,2,2,167.99832001679982,0
1320,741.448,4,16,604.09498302562,1
168,0.011,2,2,167.99815202032778,0
87282,1692.968,58,90,32151.885948886134,1
1796,1053.881,4,20,504.41091767244546,1
168,0.02,2,2,167.99664006719868,0
1346,0.005,2,2,1345.9932700336499,1
96376,2672.092,62,98,26032.02752000767,1
168,0.015000000000000001,2,2,167.99748003779942,0
17664,3099.979,8,48,3860.9953855861218,1
2884,2244.097,2,46,385.9317400188712,1
372682,5995.377,234,362,52761.702478651256,1
34721,1765.2740000000001,20,64,11905.149363137252,1
68893,1599.9859999999999,44,76,26228.987386855162,1
1380,1076.735,0,24,336.1045102047203,1
34721,1765.2740000000001,20,64,11905.149363137252,1
834,648.887,4,16,343.2618487500963,0
1830,1228.9460000000001,2,22,445.9506870063249,1
105213,1708.809,68,100,38583.37741789842,1
224,0.001,2,2,223.99977600022402,0
8348,196.875,2,22,698.4856396866842,1
1566,1802.766,2,26,315.4027128914793,1
109928,1663.8090000000002,72,108,40972.90759209838,1
1866,2567.235,2,22,302.1948371778142,1
1840,1343.126,2,22,424.2196108958716,1
910,1645.5839999999998,0,16,137.58776890093077,1
1444,993.381,0,24,382.26510636953,1
910,1645.5839999999998,0,16,137.58776890093077,1
1438,931.1850000000001,2,18,561.3133904830454,1
68895,1621.679,44,76,26012.71932986456,1
50029,2114.0629999999996,32,76,15527.94532416332,1
1112,194.91,4,16,706.3293469801073,0
1836,1284.3990000000001,2,22,435.12538746514946,1
4832,232.93900000000002,0,20,671.5660709897245,1
168,0.017,2,2,167.99714404855118,0
168,0.001,2,2,167.99983200016803,0
1486,1248.376,2,18,503.47450782253503,1
2060,513.537,0,20,512.7063296107066,0
42154,963.382,24,72,573.5002154445747,1
104,0.011,2,2,103.99885601258386,0
1168,2050.333,2,18,266.85611046400504,1
2192,253.491,2,18,931.7976754519977,1
1006,658.694,4,16,444.92835929954526,0
104,0.011,2,2,103.99885601258386,0
70273,1537.058,38,74,465.89396064260256,1
2260,984.953,0,20,568.2754201232976,1
17620,664.8960000000001,12,28,10370.617744291534,1
814,610.784,4,16,338.9653733833959,0
4667,2747.892,2,42,800.1831429507574,1
18244,1594.123,10,38,6736.766144088003,1
17620,601.562,12,28,10780.725316909367,1
168,0.003,2,2,167.999496001512,0
1324,0.012,2,2,1323.9841121906538,1
1080,435.53799999999995,4,16,565.6415922114218,0
2150,200.81199999999998,4,16,1567.272812063837,1
104,0.003,2,2,103.999688000936,0
928,529.554,4,16,431.49833219356753,0
918,677.3489999999999,2,18,336.24487211665553,0
2704,916.768,2,42,569.7090101671147,1
104,0.003,2,2,103.999688000936,0
1342,2029.067,4,24,249.58180192118564,1
35600,1446.6689999999999,24,48,14186.634971874006,1
104,0.001,2,2,103.999896000104,0
52506,3214.2580000000003,30,82,289.0188498188768,1
168,0.01,2,2,167.99832001679982,0
26896,247.613,12,36,679.697951207626,1
104,0.004,2,2,103.999584001664,0
840,692.725,4,16,337.9166728204522,0
2054,2362.805,8,20,531.104241845721,1
1252,183.965,4,16,831.1056492379421,1
1316,1600.236,0,24,243.82402212722232,1
4358,1280.052,2,18,905.2425120128839,1
900,669.0409999999999,2,18,327.1339649535272,0
4302,1604.4270000000001,0,36,387.80123228641077,1
1316,1161.484,0,24,293.3169988766977,1
5890,198.71,0,20,739.1278958213413,1
4118,1398.654,2,18,151.7517741199856,1
1112,190.42899999999997,4,16,708.988104288454,0
1316,750.4929999999999,0,24,362.18368196845114,1
4118,1398.654,2,18,151.7517741199856,1
632,234.308,2,14,294.9020827864682,0
2902,4276.888,2,46,239.53511994190518,1
5626,812.535,2,42,527.4380908506595,1
22912,1223.659,12,36,411.9336642893537,1
1100,205.144,4,16,690.3739304182736,0
2902,4276.888,2,46,239.53511994190518,1
5410,203.967,0,20,529.9148564703186,1
22912,1223.659,12,36,411.9336642893537,1
1794,450.016,2,26,635.855052633902,0
4904,2697.904,0,40,260.14736996958277,1
7178,216.46599999999998,8,20,5680.3889299002185,1
1626,1046.3929999999998,2,18,621.5814850813114,1
2704,916.768,2,42,569.7090101671147,1
1064,0.002,2,2,1063.997872004256,1
168,0.001,2,2,167.99983200016803,0
910,2148.2980000000002,2,18,176.6033583860232,1
360119,1510.987,228,328,1021.9089147016691,1
1064,0.007,2,2,1063.9925520521356,1
168,0.009000000000000001,2,2,167.9984880136079,0
1212,1547.9950000000001,2,18,336.735354661214,1
2828,1262.469,6,26,1004.2126544054304,1
814,678.147,4,16,325.3588630793369,0
10592,1099.213,6,26,385.85889092721897,1
792,218.966,4,16,429.8725313093228,0
168,0.004,2,2,167.999328002688,0
1932,2771.6059999999998,2,22,294.30433613691355,1
904,1074.021,2,18,265.18535733244744,1
212,0.011,2,2,211.99766802565173,0
1178,753.428,4,16,518.983385687921,1
1520,5659.804,0,28,112.91623597331092,1
1578,3360.678,8,20,300.4120001522699,1
918,1492.556,2,18,226.2737527261173,1
1956,487.234,0,20,537.9113172506815,0
113853,1691.6970000000001,72,112,41974.635332282945,1
1456,0.012,2,2,1455.9825282096617,1
1738,214.75900000000001,2,18,633.8705866760403,0
918,1101.407,2,18,268.39160619527775,1
996,170.426,4,16,621.9957519740676,0
3632,721.854,0,36,581.9308721877698,1
168,0.008,2,2,167.99865601075192,0
1856,1021.841,4,20,549.0045953168424,1
834,321.579,4,16,428.27557035939583,0
1794,2458.184,8,20,441.27206649501585,1
68897,1560.841,44,76,26631.48551589107,1
2818,367.687,4,16,1864.461678732049,1
5114,675.807,0,20,483.34921622836043,1
3758,1167.7640000000001,4,20,1395.908410694153,1
778,356.35,4,16,376.00914218306485,0
846,292.53000000000003,4,16,447.18497829837605,0
918,1043.588,2,18,275.9851790086848,1
938,819.797,2,18,320.91491523505096,1
68265,383.638,38,70,1095.6623047357764,1
256,0.011,2,2,255.99718403097566,0
501884,40711.551999999996,302,438,86.73856105857678,1
772,711.039,4,16,294.5578680556083,0
284443,1405.337,180,260,914.6327520842193,1
104,0.008,2,2,103.99916800665595,0
772,711.039,4,16,294.5578680556083,0
400282,1787.587,252,376,989.3861608624233,1
898,180.398,4,16,533.7182882383738,0
234329,3881.4190000000003,150,238,47412.23812174288,1
772,711.039,4,16,294.5578680556083,0
1026,179.461,4,16,642.6664383137721,0
7184,808.8760000000001,6,22,3775.825429714364,1
772,711.039,4,16,294.5578680556083,0
104,0.001,2,2,103.999896000104,0
818,805.129,4,16,304.6873658336883,1
1344,310.031,2,18,685.4799619245651,0
1698,909.2860000000001,2,18,431.5749447699297,1
772,711.039,4,16,294.5578680556083,0
1202,1467.368,2,18,343.6860654754378,1
73086,1277.1999999999998,46,98,536.6239241173372,1
834,804.818,4,16,313.6050283186449,1
772,711.039,4,16,294.5578680556083,0
1092,639.995,2,18,450.00137195540236,0
1854,580.755,2,18,503.5568446723243,0
2798,445.10499999999996,4,16,1750.7378356590007,1
860,1279.995,2,18,221.93031125068256,1
758,570.671,4,16,311.9685790340562,0
168,0.002,2,2,167.999664000672,0
834,656.631,4,16,341.6572549952283,0
1224,434.918,4,16,666.2401614587035,0
814,597.38,4,16,341.8097134057018,0
1072,179.26,4,16,681.783491342028,0
1104,467.09499999999997,4,16,569.8335826923274,0
918,859.7669999999999,2,18,303.26379594863226,1
1730,215.66299999999998,2,18,663.0126934849543,0
5976,210.934,0,20,696.9826596660099,1
5058,692.031,0,20,472.80457627549373,1
762,0.009000000000000001,2,2,761.9931420617215,0
1380,2074.286,2,26,227.04458856462932,1
9926,770.105,4,44,4617.805158451052,1
1136,475.008,4,16,588.4713845619821,0
918,629.429,2,18,346.1335228475742,0
68807,1328.311,46,74,29289.472067949682,1
2260,261.421,2,18,665.9156617814355,0
1166,958.299,2,18,414.6455674031391,1
5256,787.029,0,40,1914.9101665389874,1
1898,1196.097,2,18,659.3515678041543,1
2222,1460.922,2,30,357.58955383388826,1
16128,58797.279,126,126,269.71126896927865,1
986,527.7030000000001,4,16,469.98664007336504,0
1834,2402.129,2,22,292.1699912025676,1
1270,1556.867,2,18,358.25093757320974,1
3722,208.751,0,4,2450.4633295029334,1
1740,1151.9170000000001,4,20,461.91372622642973,1
35710,1731.09,22,50,12707.746723835538,1
2276,2009.3770000000002,0,24,529.6777372858236,1
1830,2080.2909999999997,2,22,322.6967841674699,1
1630,1687.02,2,26,352.80719905322627,1
4676,1257.224,2,34,1020.7227993322772,1
1104,467.09499999999997,4,16,569.8335826923274,0
3628,271.80199999999996,2,18,662.0527409140731,1
2818,312.349,4,16,1943.080689664106,1
3360,1064.65,2,18,1385.2226769670401,1
11900,797.436,10,26,6168.787094505729,1
778,263.82800000000003,4,16,403.53592419221604,0
1028,501.59299999999996,2,18,448.8566475736102,0
986,566.5369999999999,4,16,458.3358069423193,0
2590,363.43399999999997,4,16,1703.052733025581,1
1774,636.317,4,16,920.3595635808954,1
1574,560.7729999999999,4,16,836.7648594638682,1
4874,1041.7510000000002,0,40,455.4913894985236,1
7820,541.631,8,20,4898.70792686447,1
2902,3612.881,2,46,269.6796210437685,1
24502,1775.53,10,38,598.8045526439996,1
2902,3612.881,2,46,269.6796210437685,1
4874,1041.7510000000002,0,40,455.4913894985236,1
814,654.2059999999999,4,16,330.06771828901606,0
890,701.8689999999999,4,16,365.48053933645895,0
826,637.989,4,16,340.6616283747937,0
814,450.50800000000004,4,16,376.4198473913966,0
900,718.9179999999999,2,18,317.6416792424072,0
1506,858.001,2,18,620.0211948217466,1
223585,3769.766,144,208,46584.88487695203,1
50295,889.128,30,78,25549.883332415804,1
117432,534.953,70,114,1114.0406253481376,1
563862,11935.908,242,506,1637.6121413355754,1
844,559.692,2,18,314.1645914706237,0
2296,1189.76,2,22,682.2665497588778,1
2296,1189.76,2,22,682.2665497588778,1
918,979.9630000000001,2,18,284.8538078741875,1
806,0.005,2,2,805.9959700201499,0
2328,1390.798,2,22,623.2228737015841,1
1474,720.992,4,16,700.7586322307135,1
21200,650.0930000000001,8,36,866.6178209349413,1
918,1229.5,2,18,252.97151827764074,1
748,0.012,2,2,747.9910241077108,0
1716,1283.66,4,20,435.26619549319946,1
798,0.008,2,2,797.9936160510716,0
118882,1135.401,78,114,55304.83501693593,1
1664,0.006,2,2,1663.9900160599036,1
918,2103.055,2,18,181.75636590392372,1
1126,0.005,2,2,1125.99437002815,1
729320,7698.527,468,672,514.1100326526548,1
134336,1040.816,84,148,787.9201260672202,1
1832,1702.216,2,22,367.84624175121456,1
5926,187.885,0,20,708.822823758192,1
802,688.798,4,16,316.2012271449871,0
47426,2724.995,16,60,792.4842852138057,1
6167,1497.15,4,44,1790.4411028572572,1
976,874.911,2,18,331.7490803563476,1
802,688.798,4,16,316.2012271449871,0
5970,421.82,4,20,3876.721385266771,1
1728,845.067,4,16,791.2991777534365,1
168,0.007,2,2,167.99882400823194,0
1568,540.747,4,16,843.74657227955,1
168,0.011,2,2,167.99815202032778,0
117398,512.9599999999999,70,114,1128.9128595600675,1
1482,177.44899999999998,4,16,1031.0425334770339,1
88200,2743.074,52,108,390.58805676831395,1
968,0.013,2,2,967.9874161635898,1
1824,432.056,0,20,585.1726468797309,0
918,695.382,2,18,332.6683897788227,0
274536,14305.928,16,324,9720.808826488665,1
168,0.007,2,2,167.99882400823194,0
168,0.01,2,2,167.99832001679982,0
43835,2774.736,24,76,11072.827344746758,1
15244,970.075,8,48,483.2303338705379,1
27868,1251.9070000000002,14,54,484.0341985703672,1
171833,1359.943,108,184,729.6786405434369,1
1064,0.004,2,2,1063.995744017024,1
27868,1251.9070000000002,14,54,484.0341985703672,1
1614,0.005,2,2,1613.9919300403496,1
1746,894.638,4,20,526.7497009982909,1
3604,256.49499999999995,2,18,1139.6782319070112,1
8278,2034.0410000000002,2,42,1865.4988512020766,1
2006,756.7700000000001,4,20,721.7791742800708,1
752,163.77800000000002,4,16,415.88687876897484,0
1084925,10288.722,686,954,95576.36373718832,1
1234,233.31,4,16,783.258061639004,0
32720,2337.7439999999997,16,60,9221.198510131395,1
754,268.323,4,16,383.18314814128576,0
1812,1439.8519999999999,4,28,479.53728340899363,1
878,318.02200000000005,4,16,462.8147329862476,0
1982,931.8689999999999,2,18,413.0714867312432,1
920,619.268,2,18,349.5406566423841,0
2359,1515.394,1,27,658.3461676381514,1
2818,493.913,4,16,1706.9267085834315,1
1824,1867.425,2,22,362.69475226030323,1
1312,995.681,2,18,480.03663912218434,1
9010,247.229,2,22,620.5756921944567,1
2086,786.892,0,20,455.53956254770856,1
1064,0.008,2,2,1063.9914880680954,1
7694,826.131,4,40,2992.1183091464964,1
27312,766.203,14,58,596.7603950395284,1
7098,482.45500000000004,8,20,4607.222478928534,1
2154,378.99,2,18,658.452925691992,0
168,0.004,2,2,167.999328002688,0
3344,505.21700000000004,2,34,899.5380732479105,1
1174,769.153,2,18,463.4986346573756,1
10179,1359.37,6,46,3556.4578679901833,1
1006,520.105,4,16,485.49277845938275,0
1382,1751.3049999999998,2,26,254.42471845178926,1
986,661.7950000000001,4,16,432.0629199149113,0
17700,2609.393,6,34,2987.759991777011,1
96160,1023.026,58,118,46490.75197254015,1
96160,1023.026,58,118,46490.75197254015,1
996,518.6650000000001,2,18,422.73970888905717,0
1180,196.738,4,16,762.0715645362644,0
1566,1974.671,2,26,297.17572128144593,1
790,163.739,4,16,448.5541861190524,0
28146,1514.09,14,58,10493.657744949465,1
1566,1974.671,2,26,297.17572128144593,1
866,229.53799999999998,4,16,486.36154392950846,0
918,1101.421,2,18,268.38981812782873,1
920,480.929,2,18,382.19252914893286,0
1566,1974.671,2,26,297.17572128144593,1
1794,295.298,4,16,1178.1072772443097,1
1978,1809.711,2,22,415.7011165917064,1
17640,481.337,12,28,11669.188037563365,1
1566,1974.671,2,26,297.17572128144593,1
134940,1067.048,84,152,64164.934728172746,1
150933,2173.051,94,146,47211.658432215554,1
918,695.721,2,18,332.60188439017975,0
4512,1222.82,2,22,377.89834534510214,1
504,0.006,2,2,503.9969760181439,0
350744,1808.178,224,340,123726.48742351803,1
918,1996.8300000000002,2,18,188.19886346572878,1
350744,1808.178,224,340,123726.48742351803,1
1308,763.756,4,16,589.6507226623185,1
1242,1100.016,2,18,422.853921112982,1
1182,1083.3310000000001,2,18,397.4404451332985,1
1502,0.0,1,1,1502.0,1
1646,1276.5839999999998,2,18,332.07647949735224,1
814,456.933,4,16,374.75985512031093,0
3256,1136.173,0,20,376.37401090642,1
918,798.566,2,18,313.58315457981524,1
4462,352.09499999999997,6,18,3101.8530502664385,1
918,812.6949999999999,2,18,311.1389395347811,1
68809,1289.242,46,74,29790.21003458787,1
900,540.2810000000001,2,18,354.48077331344086,0
1580,803.748,2,26,531.1163200180956,1
728,0.004,2,2,727.997088011648,0
1856,1253.6719999999998,4,20,492.5295251482913,1
900,611.404,2,18,338.83495386631785,0
910,452.19399999999996,4,16,442.0896932503509,0
2818,361.951,4,16,1872.3140553514775,1
10584,2880.926,4,44,249.42500836140653,1
1794,232.15800000000002,4,16,1238.4775329137983,1
2202,0.020999999999999998,2,2,2201.9537589710617,1
834,253.19599999999997,4,16,451.6452334670714,0
10584,2880.926,4,44,249.42500836140653,1
2302,447.867,2,18,576.0197587209323,0
1694,292.04200000000003,4,16,1103.6792921592332,1
1832,988.453,4,20,556.2112858589064,1
942,306.026,4,16,516.0693584966914,0
770,397.337,4,16,359.25478248983603,0
2516,1170.29,0,20,364.9281893203212,1
1820,1217.4080000000001,4,20,500.58446618754874,1
20156,1512.0130000000001,4,84,4369.4041392301715,1
32490,509.136,16,60,20362.644586041282,1
1900,1926.1509999999998,2,22,365.66807386221694,1
2278,1262.516,2,22,658.5588786996424,1
1286,0.012,2,2,1285.9845681851818,1
21982,259.29799999999994,8,32,846.5033693375198,1
1794,2214.951,2,22,309.180450961772,1
1664,706.535,4,16,818.0318598798149,1
54776,848.9,34,82,607.9290388879874,1
54776,848.9,34,82,607.9290388879874,1
21240,57641.227999999996,90,90,362.2025104931295,1
890,268.598,4,16,490.3050454123371,0
1796,2670.698,2,22,270.7931842935594,1
168,0.007,2,2,167.99882400823194,0
104,0.01,2,2,103.99896001039988,0
168,0.004,2,2,167.999328002688,0
3422,1764.818,2,26,991.0236406157657,1
826,464.61400000000003,4,16,380.98775513548276,0
76800,944.48,44,100,38342.384596395954,1
8602,224.30800000000002,2,22,619.1252527958651,1
770,900.2189999999999,4,16,264.18007608596696,1
38756,2634.478,20,68,10116.445883012635,1
118936,1336.4450000000002,78,114,50569.13387646616,1
6594,164.546,6,18,5432.159828808823,1
1798,1419.521,2,22,410.8251178642384,1
136,0.020999999999999998,2,2,135.99714405997474,0
3262,1131.5010000000002,2,26,1212.2912445267443,1
3720,219.13,2,18,672.6107962235365,1
68723,1438.76,44,72,27928.53745345995,1
35538,388.577,20,44,662.5487819544758,1
123486,1507.182,78,118,48905.903121512514,1
814,371.563,4,16,398.0859792805726,0
68807,1207.01,46,74,30899.27095935225,1
3362,2339.522,2,26,806.702276553351,1
8381,763.1289999999999,4,44,3735.971673088016,1
752,240.052,4,16,390.3062129652628,0
68727,1449.481,44,72,27807.931557746313,1
2676,646.073,2,18,1410.63002673636,1
752,257.976,4,16,384.74501898287406,0
368940,3178.2110000000002,232,352,640.4655006652368,1
2228,410.848,2,18,568.4524484565311,0
1122,1124.182,4,16,402.037113580663,1
3228,1550.194,0,40,370.16791663693033,1
1498,381.57099999999997,4,16,890.2908355777589,1
1318,420.799,4,24,563.0634593633582,0
68893,1664.5620000000001,44,76,25593.324531386395,1
2802,1198.9460000000001,0,44,539.3493064404491,1
910,616.534,4,16,397.14599259898023,0
1120,906.046,4,16,446.9986558561546,1
2802,1198.9460000000001,0,44,539.3493064404491,1
4060,282.589,2,18,871.674402322178,1
8126,428.07099999999997,8,20,5502.527535395649,1
1674,1171.7759999999998,2,18,607.7974892438262,1
862088,3681.0190000000002,554,782,1067.716238707854,1
65996,1980.115,38,90,21518.632670215746,1
868,443.259,4,16,415.72579834942997,0
1752,1509.784,4,20,396.050018647023,1
9644,1196.7749999999999,4,28,3975.8282027062405,1
3348,502.923,2,22,856.9966658305183,1
23044,593.1189999999999,10,34,868.7361082254371,1
8850,1189.035,4,24,577.4233851902779,1
175866,1796.687,110,186,615.0134069347052,1
175866,1796.687,110,186,615.0134069347052,1
104,0.007,2,2,103.99927200509596,0
1630,1555.536,2,26,370.9593603846708,1
1320,182.807,4,16,889.4096839129292,1
168,0.007,2,2,167.99882400823194,0
104,0.007,2,2,103.99927200509596,0
1380,1533.648,2,26,275.49209677113794,1
4742,911.12,0,40,1603.2483569843862,1
1992,242.143,2,18,679.4708821770118,0
12484,918.789,8,24,6321.695611138067,1
104,0.008,2,2,103.99916800665595,0
2836,194.275,4,16,2150.2585250465763,1
19088,271.621,14,30,14732.377021140732,1
68809,2798.0879999999997,46,74,17955.61345603367,1
1178,756.855,4,16,517.9710334660515,1
2798,1228.818,2,22,899.1312884228322,1
1266,559.527,4,16,639.9376221123456,0
1716,1230.2079999999999,4,20,445.69833845094263,1
1344,816.5,4,16,592.3479218276906,1
2628,1843.747,0,20,307.3409835685101,1
2120,1025.781,2,18,409.7185233744417,1
1732,1014.7660000000001,4,20,493.35754127278307,1
2964,2823.1459999999997,4,20,342.1266150965723,1
334679,4474.853999999999,198,294,448.23113091234944,1
10104,809.739,4,44,4627.1865722073735,1
1892,55350.929000000004,6,34,22.53733918033543,1
918,632.2379999999999,2,18,345.537844358482,0
100669,1485.917,64,96,40214.93879320991,1
32374,727.269,18,58,649.5803490944375,1
168,0.007,2,2,167.99882400823194,0
1040,518.061,20,20,685.084459715387,0
1040,518.061,20,20,685.084459715387,0
1064,0.008,2,2,1063.9914880680954,1
1382,1728.138,2,26,256.5852607162834,1
752,194.929,4,16,405.04498593640295,0
752,176.71300000000002,4,16,411.31524849304805,0
104,0.004,2,2,103.999584001664,0
754,255.52399999999997,4,16,387.08937463561034,0
68725,1418.611,44,72,28162.031843897177,1
3686,1418.3319999999999,0,20,375.46540342682476,1
68891,2211.871,44,76,21231.550084047587,1
28096,489.116,20,36,18629.84482068556,1
918,2525.441,2,18,159.97998548266727,1
1732,1014.7660000000001,4,20,493.35754127278307,1
5294,691.965,0,20,470.4589042917554,1
1806,749.3610000000001,4,20,634.5174037834387,1
2674,1424.693,0,20,633.4822594035616,1
770,305.56,4,16,384.5093293299427,0
168,0.018000000000000002,2,2,167.996976054431,0
1006,771.826,4,16,416.51945507064465,1
65966,3389.771,38,90,14588.004704573428,1
142,0.006,2,2,141.99914800511198,0
104,0.007,2,2,103.99927200509596,0
1382,228.126,4,16,907.0730527649442,1
308210,4350.094,188,284,458.3097044650056,1
1972,802.9399999999999,0,16,201.8924645301563,1
104,0.007,2,2,103.99927200509596,0
1972,802.9399999999999,0,16,201.8924645301563,1
1916,1875.2930000000001,2,22,386.0476132345469,1
756,525.6469999999999,4,16,319.86429364066527,0
1064,0.002,2,2,1063.997872004256,1
164776,6869.392000000001,94,174,20593.204659267194,1
834,551.533,4,16,364.8004908693531,0
2812,1405.214,4,20,848.1573780960863,1
1444,1209.14,0,24,344.9306064803498,1
1906,1584.78,2,22,429.43693467142265,1
18612,1168.99,12,32,8189.98704466134,1
1240,0.007,2,2,1239.9913200607596,1
1892,55350.929000000004,6,34,22.53733918033543,1
1064,0.002,2,2,1063.997872004256,1
1866,898.045,4,20,589.0271305474844,1
918,625.212,2,18,347.03164879412657,0
1892,55350.929000000004,6,34,22.53733918033543,1
1272,1623.321,0,24,224.90575876913275,1
1040,518.061,20,20,685.084459715387,0
1040,518.061,20,20,685.084459715387,0
3780,1073.736,4,20,1459.2021356623984,1
1040,518.061,20,20,685.084459715387,0
1386,1316.338,2,18,445.53083358300904,1
1040,518.061,20,20,685.084459715387,0
5818,2774.569,0,40,1060.2535017905354,1
1934,1204.578,2,22,503.4977215594096,1
1272,1623.321,0,24,224.90575876913275,1
2650,1254.961,0,20,375.17278569341113,1
1040,518.061,20,20,685.084459715387,0
1256,1034.203,0,24,282.1743945909037,1
1382,1556.817,2,26,273.77790432400917,1
1040,518.061,20,20,685.084459715387,0
4462,536.993,6,18,2728.704685057121,1
814,693.573,4,16,322.39531452142893,0
834,566.1709999999999,4,16,361.3909336847637,0
886,474.752,4,16,419.05350865772687,0
68727,1534.703,44,72,26872.970916119168,1
818,343.808,4,16,409.28465971329234,0
168,0.004,2,2,167.999328002688,0
2976,989.516,0,24,590.0932689156558,1
818,343.808,4,16,409.28465971329234,0
118,0.011,2,2,117.99870201427784,0
834,557.7560000000001,4,16,363.34316799293345,0
818,343.808,4,16,409.28465971329234,0
3258,1488.211,0,20,614.8996206511426,1
33466,3032.629,18,58,274.7587243954254,1
918,1086.7389999999998,2,18,270.27817086851786,1
918,644.999,2,18,342.8573512810646,0
2754,4992.06,2,42,199.93124234403527,1
156,0.011,2,2,155.9982840188758,0
1218,520.9399999999999,0,16,239.32568017147292,0
6146,257.718,0,20,634.4824515511426,1
1380,1097.674,0,24,332.7495120786166,1
2754,4992.06,2,42,199.93124234403527,1
168,0.014,2,2,167.99764803292754,0
1070,1085.429,4,16,384.57315017677416,1
1620,45564.709,6,34,21.432540252748062,1
1620,45564.709,6,34,21.432540252748062,1
6516,1221.4160000000002,2,18,163.85944820780978,1
2862,1709.71,2,26,805.9903089260473,1
2176,762.6469999999999,4,16,1082.4629094764864,1
23098,985.601,10,54,10655.715826089934,1
6516,1221.4160000000002,2,18,163.85944820780978,1
3026,0.016,3,3,3025.9515847746434,1
23098,985.601,10,54,10655.715826089934,1
188244,4422.9529999999995,114,194,360.68909319332107,1
25620,401.714,12,36,654.9124857139187,1
1256,1034.203,0,24,282.1743945909037,1
10492,241.318,4,24,644.4762744115529,1
168,0.006,2,2,167.99899200604798,0
33466,3032.629,18,58,274.7587243954254,1
3469,542.439,2,22,1836.05315996289,1
2452,357.605,2,18,587.7998386865105,0
3024,1217.401,28,28,1363.7587427803994,1
3024,1217.401,28,28,1363.7587427803994,1
33400,4083.653,16,64,219.92059646872042,1
2478,415.861,2,18,545.2512640718262,0
3024,1217.401,28,28,1363.7587427803994,1
3024,1217.401,28,28,1363.7587427803994,1
5488,309.433,0,20,629.2800013440932,1
7390,1552.9379999999999,6,26,2654.1968508440077,1
3024,1217.401,28,28,1363.7587427803994,1
35996,394.707,20,44,923.4914573455213,1
4574,282.392,2,18,1065.1969132683298,1
5388,2656.991,2,38,276.7302407908578,1
2136,200.02800000000002,2,18,933.3115560636918,1
4968,59079.288,46,46,82.69072696067903,1
5388,2656.991,2,38,276.7302407908578,1
2140,224.213,2,18,633.8766211435428,0
918,656.862,2,18,340.4025199443285,0
4968,59079.288,46,46,82.69072696067903,1
788,665.135,4,16,312.286991745414,0
1666,165.148,4,16,1199.8475730121838,1
168,0.011,2,2,167.99815202032778,0
4968,59079.288,46,46,82.69072696067903,1
1984,1343.121,4,16,732.3565449671613,1
4968,59079.288,46,46,82.69072696067903,1
3132,51076.450000000004,4,52,33.95008684347723,1
168,0.007,2,2,167.99882400823194,0
1056,893.8549999999999,4,16,416.08254063801087,1
4968,59079.288,46,46,82.69072696067903,1
3132,51076.450000000004,4,52,33.95008684347723,1
2304,664.366,4,16,1223.2886276215688,1
41060,3558.249,22,70,8603.30359311218,1
4968,59079.288,46,46,82.69072696067903,1
68897,1569.8319999999999,44,76,26538.31067556167,1
2090,208.59,2,18,665.2380046169503,0
4968,59079.288,46,46,82.69072696067903,1
368740,5900.4839999999995,220,340,407.7974820316952,1
752,177.208,4,16,411.14229600886165,0
752,187.726,4,16,407.50139341902087,0
4968,59079.288,46,46,82.69072696067903,1
1872,1326.8819999999998,4,20,475.31417579404547,1
752,228.163,4,16,394.0844985559735,0
840,589.091,2,18,305.8352227783053,0
1872,1326.8819999999998,4,20,475.31417579404547,1
1258,1287.698,0,24,251.78148514358105,1
918,632.601,2,18,345.4610158881441,0
736,214.066,4,16,385.48151418456655,0
930526,11658.616,578,834,73006.08534139908,1
1258,1287.698,0,24,251.78148514358105,1
992,240.02599999999998,4,16,583.8587255428515,0
10086,2860.009,4,44,2132.1193810688005,1
1490,1042.802,0,16,178.18662797471316,1
33294,785.4989999999999,18,62,569.0286020882678,1
33294,785.4989999999999,18,62,569.0286020882678,1
6652,869.466,0,20,423.65039000441834,1
3132,51076.450000000004,4,52,33.95008684347723,1
3024,1217.401,28,28,1363.7587427803994,1
1148,426.15799999999996,4,16,617.0424314837486,0
3132,51076.450000000004,4,52,33.95008684347723,1
3024,1217.401,28,28,1363.7587427803994,1
3024,1217.401,28,28,1363.7587427803994,1
3024,1217.401,28,28,1363.7587427803994,1
1096,1408.1319999999998,0,16,151.15450481950325,1
1962,1213.5800000000002,2,22,499.6431120628122,1
3024,1217.401,28,28,1363.7587427803994,1
1096,1408.1319999999998,0,16,151.15450481950325,1
3024,1217.401,28,28,1363.7587427803994,1
758,459.961,4,16,335.6254036922904,0
1776,2086.557,0,32,269.5560133831969,1
168,0.018000000000000002,2,2,167.996976054431,0
2500,785.98,0,20,711.0941891846494,1
1550,544.7610000000001,4,16,829.9018424209311,1
4196,397.838,6,18,2810.0538116720245,1
758,688.351,4,16,290.22401147628665,0
814,329.43,4,16,410.7023310742198,0
168,0.003,2,2,167.999496001512,0
814,474.863,4,16,370.2038765634503,0
168,0.01,2,2,167.99832001679982,0
3764,1129.4789999999998,4,20,1422.8832498465588,1
137289,2148.6459999999997,90,134,43298.929126996176,1
168,0.011,2,2,167.99815202032778,0
43543,3406.2929999999997,24,76,9388.163701324447,1
